,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
721,722,56.4,1998,Fighting,THQ,WCW Nitro,1.42,0.36,0.03,0.07,1.88
722,723,82.0,2002,Adventure,Nintendo,Star Fox Adventures,0.96,0.53,0.3,0.09,1.87
723,724,87.27,1998,Sports,Electronic Arts,FIFA 2000,0.22,1.47,0.04,0.14,1.87
724,725,77.33,2001,Action,THQ,Dynasty Warriors 3,0.53,0.16,1.07,0.1,1.87
725,726,91.0,2001,Adventure,Nintendo,The Legend of Zelda: Oracle of Seasons,0.87,0.52,0.41,0.06,1.86
726,727,84.2,2005,Sports,Electronic Arts,Madden NFL 06,1.75,0.03,0.0,0.08,1.86
727,728,70.0,2004,Platform,Activision,Shrek 2,1.12,0.69,0.03,0.02,1.86
728,729,89.0,1999,Role-Playing,Sony Computer Entertainment,The Legend of Dragoon,0.94,0.44,0.39,0.1,1.86
729,730,89.41,1997,Platform,Acclaim Entertainment,Turok 2: Seeds of Evil,1.37,0.41,0.04,0.04,1.86
730,731,78.0,2004,Misc,Sony Computer Entertainment,SingStar,0.0,1.37,0.0,0.49,1.86
731,732,70.49,2001,Sports,Electronic Arts,NBA Live 2002,0.91,0.71,0.0,0.24,1.86
732,733,71.0,2009,Action,Disney Interactive Studios,Phineas and Ferb,1.295,0.36,0.0,0.155,1.81
733,734,92.18,1999,Role-Playing,SquareSoft,Chrono Cross,0.62,0.42,0.69,0.12,1.86
734,735,83.67,2010,Action,Activision,GoldenEye 007 (2010),0.825,0.6799999999999999,0.13,0.165,1.8
735,736,85.42,2004,Platform,Sony Computer Entertainment,Jak 3,1.33,0.49,0.0,0.03,1.85
736,737,77.0,2007,Misc,Ubisoft,Rayman Raving Rabbids 2,0.815,0.8049999999999999,0.0,0.195,1.815
737,738,77.54,2004,Role-Playing,Square Enix,Kingdom Hearts: Chain of Memories,1.26,0.18,0.35,0.06,1.85
738,739,46.0,1984,Action,Nintendo,Pinball,0.8,0.19,0.83,0.03,1.85
739,740,84.37,2011,Action,Sony Computer Entertainment,inFAMOUS 2,0.98,0.425,0.08,0.21500000000000002,1.7000000000000002
740,741,89.72,2009,Role-Playing,Namco Bandai Games,Demon's Souls,0.915,0.32,0.345,0.175,1.76
741,742,87.69,2005,Sports,Electronic Arts,NCAA Football 06,1.53,0.05,0.0,0.25,1.84
742,743,68.0,1998,Simulation,Nintendo,"Hey You, Pikachu!",0.83,0.06,0.93,0.0,1.83
743,744,90.0,2012,Role-Playing,Activision,World of Warcraft: Mists of Pandaria,0.7,0.655,0.0,0.20500000000000002,1.565
744,745,77.0,1996,Racing,Sony Computer Entertainment,Jet Moto,1.33,0.4,0.03,0.07,1.83
745,746,92.0,1993,Role-Playing,SquareSoft,Secret of Mana,0.25,0.07,1.49,0.02,1.83
746,747,96.36,2007,Shooter,Electronic Arts,The Orange Box,1.065,0.51,0.02,0.17,1.77
747,748,60.0,1995,Simulation,Sony Computer Entertainment,Air Combat,0.92,0.33,0.52,0.05,1.83
748,749,90.0,1994,Platform,Sega,Sonic & Knuckles,1.24,0.43,0.03,0.12,1.82
749,750,59.85,2001,Misc,Namco Bandai Games,Namco Museum,1.73,0.07,0.0,0.02,1.82
750,751,85.54,2001,Simulation,Electronic Arts,The Sims: Hot Date,1.81,0.0,0.0,0.0,1.815
751,752,90.23,2007,Shooter,Nintendo,Metroid Prime 3: Corruption,0.89,0.64,0.07,0.125,1.73
752,753,83.0,2010,Role-Playing,Nintendo,Dragon Quest VI: Realms of Revelation,0.195,0.135,1.35,0.025,1.71
753,754,82.35,2003,Simulation,Konami Digital Entertainment,DDRMAX2: Dance Dance Revolution,1.05,0.59,0.0,0.18,1.81
754,755,90.27,2000,Racing,Sega,Crazy Taxi,1.1,0.51,0.12,0.08,1.81
755,756,91.33,2002,Fighting,Sega,Virtua Fighter 4,0.78,0.44,0.56,0.04,1.81
756,757,89.0,2004,Platform,Sony Computer Entertainment,Sly 2: Band of Thieves,0.88,0.69,0.0,0.23,1.81
757,758,83.0,2002,Platform,Sega,Sonic Advance 2,0.93,0.59,0.21,0.07,1.8
758,759,81.9,2006,Sports,Electronic Arts,Madden NFL 07,1.65,0.0,0.01,0.13,1.79
759,760,87.0,2010,Action,Take-Two Interactive,NBA 2K11,1.375,0.195,0.03,0.165,1.76
760,761,78.0,1999,Sports,989 Studios,NFL GameDay 2000,1.0,0.68,0.0,0.12,1.8
761,762,53.53,2012,Action,Microsoft Game Studios,Kinect Star Wars,0.925,0.45999999999999996,0.03,0.13,1.545
762,763,85.85,2003,Racing,Take-Two Interactive,Midnight Club II,1.25,0.2899999999999999,0.0,0.24,1.78
763,764,76.52,2006,Role-Playing,Square Enix,Dragon Quest Monsters: Joker,0.225,0.02,1.49,0.025,1.76
764,765,63.0,2001,Action,THQ,SpongeBob SquarePants: SuperSponge,1.12,0.5799999999999998,0.0,0.08,1.78
765,766,73.0,2004,Action,Sony Computer Entertainment,The Getaway: Black Monday,0.39,1.01,0.02,0.36,1.78
766,767,84.0,2011,Puzzle,Nintendo,Professor Layton and the Mask of Miracle,0.25,0.69,0.36,0.1,1.4100000000000001
767,768,83.55,2010,Action,Square Enix,Just Cause 2,0.41500000000000004,0.8899999999999999,0.06,0.30999999999999994,1.675
768,769,79.56999999999998,2012,Role-Playing,Capcom,Dragon's Dogma,0.3,0.31,0.61,0.13,1.345
769,770,47.38,2005,Action,Vivendi Games,50 Cent: Bulletproof,0.85,0.76,0.0,0.16,1.77
770,771,90.0,1991,Role-Playing,Square,Final Fantasy II,0.24,0.09,1.33,0.12,1.77
771,772,74.48999999999998,2000,Platform,Nintendo,Kirby 64: The Crystal Shards,0.63,0.06,1.03,0.04,1.77
772,773,86.18,2001,Fighting,Microsoft Game Studios,Dead or Alive 3,1.19,0.2899999999999999,0.24,0.06,1.77
773,774,85.0,2009,Fighting,THQ,UFC 2009 Undisputed,1.0550000000000002,0.435,0.01,0.235,1.7349999999999999
774,775,83.0,1991,Adventure,Nintendo,Metroid II: Return of Samus,0.85,0.31,0.56,0.04,1.76
775,776,76.0,1998,Fighting,Acclaim Entertainment,WWF Attitude,1.27,0.42,0.0,0.07,1.76
776,777,71.89,2004,Platform,THQ,The SpongeBob SquarePants Movie,1.06,0.54,0.0,0.16,1.76
777,778,89.1,2001,Role-Playing,Nintendo,Golden Sun,0.93,0.38,0.4,0.06,1.76
778,779,90.0,1994,Platform,Sega,Sonic the Hedgehog 3,1.02,0.47,0.2,0.07,1.76
779,780,80.0,1986,Platform,Nintendo,Kid Icarus,0.53,0.12,1.09,0.02,1.76
780,781,84.55,2004,Fighting,Electronic Arts,Def Jam: Fight for NY,0.86,0.67,0.0,0.22,1.76
781,782,85.31,2002,Shooter,Ubisoft,Tom Clancy's Ghost Recon,1.23,0.46,0.0,0.07,1.76
782,783,70.0,2002,Action,Take-Two Interactive,State of Emergency,0.86,0.67,0.0,0.22,1.76
783,784,79.39,2012,Action,Square Enix,Hitman: Absolution,0.6100000000000001,0.79,0.01,0.16,1.575
784,785,70.6,2004,Simulation,Electronic Arts,The Urbz: Sims in the City,0.52,0.95,0.0,0.2899999999999999,1.76
785,786,82.0,2007,Sports,Electronic Arts,FIFA Soccer 08,0.35,1.0550000000000002,0.02,0.315,1.7349999999999999
786,787,78.0,2001,Simulation,Activision,Star Wars: Starfighter,0.61,0.87,0.02,0.26,1.76
787,788,83.0,1998,Sports,Electronic Arts,Madden NFL 2000,1.68,0.04,0.0,0.04,1.75
788,789,85.0,2001,Sports,Konami Digital Entertainment,Pro Evolution Soccer,0.06,0.9,0.53,0.27,1.75
789,790,83.35,2007,Shooter,Microsoft Game Studios,Crackdown,0.985,0.525,0.03,0.18,1.72
790,791,72.0,1991,Puzzle,Nintendo,Yoshi,0.7749999999999999,0.16,0.91,0.02,1.865
791,792,81.0,1993,Platform,Capcom,Disney's Aladdin,0.94,0.34,0.21,0.27,1.75
792,793,86.0,1993,Platform,Nintendo,Kirby's Adventure,0.79,0.14,0.8,0.02,1.75
793,794,67.0,1999,Adventure,LucasArts,Star Wars Episode I: The Phantom Menace,0.72,0.89,0.04,0.1,1.74
794,795,83.87,2002,Role-Playing,Namco Bandai Games,Xenosaga Episode I: Der Wille zur Macht,0.63,0.49,0.45,0.17,1.74
795,796,91.0,2011,Shooter,Valve,Portal 2,0.7749999999999999,0.54,0.02,0.22999999999999998,1.5699999999999998
796,797,85.0,2009,Misc,MTV Games,The Beatles: Rock Band,1.165,0.385,0.0,0.155,1.7
797,798,84.0,2010,Platform,Sega,Sonic Colors,0.865,0.565,0.01,0.155,1.595
798,799,77.0,1998,Sports,Electronic Arts,Madden NFL 99,1.66,0.04,0.0,0.04,1.74
799,800,84.0,2011,Shooter,Sony Computer Entertainment,Uncharted: Golden Abyss,0.475,0.55,0.125,0.18,1.335
800,801,92.54,2001,Sports,Electronic Arts,SSX Tricky,0.85,0.66,0.0,0.22,1.73
801,802,48.97,1998,Action,989 Studios,Twisted Metal III,1.48,0.2,0.0,0.05,1.73
802,803,72.0,2001,Action,Electronic Arts,Harry Potter and the Sorcerer's Stone,0.94,0.62,0.1,0.07,1.73
803,804,89.09,2012,Action,Bethesda Softworks,Dishonored,0.9,0.445,0.01,0.13,1.4849999999999999
804,805,87.0,2003,Action,Take-Two Interactive,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,0.85,0.66,0.0,0.22,1.72
805,806,85.0,2008,Shooter,Activision,Call of Duty: World at War Final Fronts,0.61,0.535,0.0,0.58,1.72
806,807,50.0,2008,Simulation,Ubisoft,Imagine: Teacher,0.69,0.8200000000000001,0.0,0.19,1.705
807,808,86.0,2004,Sports,Electronic Arts,Madden NFL 2005,1.61,0.03,0.0,0.08,1.72
808,809,87.0,2003,Role-Playing,Ubisoft,Star Ocean: Till The End of Time,0.8,0.21,0.55,0.15,1.72
809,810,81.5,2010,Simulation,Electronic Arts,The Sims 3: Late Night Expansion Pack,0.5549999999999999,0.75,0.0,0.225,1.5350000000000001
810,811,52.0,2009,Puzzle,Warner Bros. Interactive Entertainment,Game Party 3,1.345,0.15000000000000002,0.0,0.125,1.615
811,812,79.0,1998,Platform,Activision,Toy Story 2: Buzz Lightyear to the Rescue!,0.99,0.64,0.0,0.08,1.71
812,813,84.9,2004,Simulation,Sony Computer Entertainment Europe,Ace Combat 5: The Unsung War,0.88,0.34,0.32,0.18,1.71
813,814,82.0,2003,Racing,Electronic Arts,Need for Speed Underground,1.09,0.55,0.0,0.07,1.71
814,815,57.0,2001,Puzzle,THQ,Tetris Worlds,1.25,0.39,0.0,0.06,1.71
815,816,79.0,2009,Sports,Electronic Arts,FIFA Soccer 10,0.23,0.7,0.0,0.77,1.7
816,817,68.3,2008,Sports,Namco Bandai Games,We Ski,0.97,0.4,0.14,0.15,1.665
817,818,75.0,2007,Puzzle,Nintendo,Personal Trainer: Math,0.48,1.11,0.0,0.08499999999999999,1.6749999999999998
818,819,85.0,2011,Platform,Nintendo,Kirby's Return to Dreamland,0.5700000000000001,0.195,0.775,0.07500000000000001,1.615
819,820,94.0,1993,Puzzle,Banpresto,Super Puyo Puyo,0.0,0.0,1.69,0.01,1.7
820,821,61.75,2007,Action,D3Publisher,Ben 10: Protector of Earth,0.685,0.8200000000000001,0.0,0.19,1.69
821,822,89.0,2006,Sports,Electronic Arts,NCAA Football 07,1.41,0.05,0.0,0.23,1.7
822,823,80.86,2005,Shooter,Sony Computer Entertainment,SOCOM 3: U.S. Navy SEALs,1.22,0.34,0.04,0.1,1.69
823,824,85.0,2008,Action,THQ,Saints Row 2,0.865,0.515,0.02,0.245,1.645
824,825,75.0,1999,Misc,Sony Computer Entertainment,Jampack Winter '99,0.94,0.64,0.0,0.11,1.69
825,826,86.39,2009,Role-Playing,Electronic Arts,Dragon Age: Origins,0.9199999999999999,0.395,0.08,0.20500000000000002,1.595
826,827,75.11,1997,Fighting,THQ,WCW vs. nWo: World Tour,1.37,0.28,0.03,0.02,1.69
827,828,57.57,1998,Fighting,THQ,WCW/NWO Thunder,1.1,0.48,0.04,0.07,1.69
828,829,60.0,2001,Action,Electronic Arts,Harry Potter and the Sorcerer's Stone,0.87,0.66,0.08,0.08,1.69
829,830,75.0,2008,Racing,Electronic Arts,Need For Speed: Undercover,0.7350000000000001,0.685,0.01,0.175,1.605
830,831,51.08,2002,Role-Playing,Infogrames,Dragon Ball Z: The Legacy of Goku,1.52,0.12,0.0,0.05,1.69
831,832,81.0,2010,Strategy,Take-Two Interactive,Sid Meier's Civilization V,0.835,0.505,0.0,0.185,1.53
832,833,95.83,2005,Action,Capcom,Resident Evil 4,0.98,0.42,0.22,0.06,1.69
833,834,83.0,2007,Shooter,LucasArts,Star Wars Battlefront: Renegade Squadron,0.89,0.45499999999999996,0.0,0.315,1.65
834,835,71.35,2006,Misc,Oxygen Interactive,World Championship Poker: Featuring Howard Lederer - All In,0.82,0.64,0.0,0.22,1.68
835,836,76.0,1997,Sports,Sony Computer Entertainment,NFL GameDay 98,1.58,0.06,0.0,0.04,1.68
836,837,79.54,2012,Action,Warner Bros. Interactive Entertainment,LEGO Batman 2: DC Super Heroes,0.69,0.485,0.0,0.12,1.295
837,838,75.0,1992,Puzzle,Nintendo,Yoshi's Cookie,0.59,0.24,0.82,0.03,1.68
838,839,85.5,1997,Shooter,Namco Bandai Games,Time Crisis,0.38,0.87,0.33,0.1,1.68
839,840,76.98,2003,Simulation,Electronic Arts,The Sims: Superstar,1.67,0.0,0.0,0.0,1.68
840,841,68.0,2008,Action,LucasArts,Star Wars The Clone Wars: Lightsaber Duels,1.2,0.28500000000000003,0.0,0.14,1.63
841,842,85.0,2007,Simulation,Electronic Arts,MySims,0.895,0.525,0.04,0.165,1.63
842,843,91.44,2002,Action,Nintendo,Metroid Fusion,1.18,0.27,0.17,0.06,1.68
843,844,77.61,2008,Sports,Ubisoft,Shaun White Snowboarding: Road Trip,0.9299999999999999,0.56,0.0,0.165,1.645
844,845,92.28,2003,Sports,Electronic Arts,SSX 3,0.93,0.52,0.0,0.22,1.67
845,846,45.12,2008,Sports,THQ,Big Beach Sports,0.445,1.01,0.0,0.2,1.65
846,847,82.0,2000,Sports,Electronic Arts,Madden NFL 2001,1.58,0.05,0.0,0.04,1.67
847,848,81.73,2006,Fighting,Electronic Arts,Fight Night Round 3,0.805,0.58,0.01,0.26,1.65
848,849,82.0,1989,Platform,Capcom,Disney's DuckTales,0.91,0.3,0.42,0.04,1.67
849,850,87.0,2001,Sports,Activision,Tony Hawk's Pro Skater 3,1.09,0.49,0.02,0.07,1.67
850,851,46.0,2001,Adventure,THQ,"Monsters, Inc.",0.59,0.95,0.03,0.1,1.67
851,852,88.0,2003,Racing,Microsoft Game Studios,PGR: Project Gotham Racing 2,0.97,0.59,0.04,0.07,1.67
852,853,75.0,2001,Racing,Midway Games,Spy Hunter,1.13,0.32,0.0,0.22,1.67
853,854,89.45,2003,Sports,Electronic Arts,NCAA Football 2004,1.35,0.09,0.0,0.23,1.67
854,855,79.0,2003,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,1.08,0.45,0.0,0.14,1.67
855,856,80.45,2007,Action,Sony Computer Entertainment,Heavenly Sword,0.56,0.71,0.06,0.29000000000000004,1.615
856,857,84.0,1992,Fighting,Sega,Street Fighter II': Special Champion Edition,1.0,0.3,0.31,0.04,1.66
857,858,92.17,2000,Sports,Electronic Arts,SSX,0.78,0.61,0.06,0.2,1.66
858,859,84.75,2012,Shooter,Take-Two Interactive,Max Payne 3,0.79,0.515,0.01,0.13,1.455
859,860,83.0,2004,Sports,Midway Games,NBA Ballers,0.81,0.63,0.0,0.21,1.66
860,861,81.0,2006,Racing,Electronic Arts,Need for Speed Carbon,0.745,0.6799999999999999,0.02,0.175,1.62
861,862,82.84,2002,Sports,Electronic Arts,NBA Live 2003,1.25,0.15,0.03,0.22,1.66
862,863,76.86,2005,Fighting,Atari,Dragon Ball Z: Budokai Tenkaichi,0.96,0.12,0.54,0.04,1.66
863,864,73.23,2004,Misc,Nintendo,Mario Party 6,0.9,0.11,0.6,0.05,1.65
864,865,69.0,1991,Shooter,Nintendo,Super Scope 6,1.06,0.38,0.15,0.05,1.65
865,866,66.0,2011,Misc,Namco Bandai Games,Go Vacation,0.4,0.575,0.325,0.13,1.435
866,867,74.56,2008,Shooter,Electronic Arts,Army of Two,1.0750000000000002,0.37,0.02,0.155,1.62
867,868,79.88,2007,Role-Playing,Square Enix,Dragon Quest IV: Chapters of the Chosen,0.30499999999999994,0.015,1.27,0.03,1.615
868,869,77.54,2004,Platform,Nintendo,Kirby & the Amazing Mirror,0.8,0.05,0.76,0.03,1.64
869,870,74.95999999999998,2011,Action,Disney Interactive Studios,LEGO Pirates of the Caribbean: The Video Game,0.6799999999999999,0.62,0.0,0.14500000000000002,1.4449999999999998
870,871,48.07,1999,Shooter,Red Storm Entertainment,Tom Clancy's Rainbow Six,0.93,0.63,0.0,0.08,1.64
871,872,76.0,1986,Action,Capcom,Ghosts 'n Goblins,0.74,0.26,0.61,0.03,1.64
872,873,87.9,2002,Sports,Electronic Arts,Tiger Woods PGA Tour 2003,0.8,0.63,0.0,0.21,1.64
873,874,81.0,2005,Sports,Electronic Arts,NBA Live 06 (All region sales),1.44,0.15,0.0,0.05,1.64
874,875,89.0,2004,Action,Ubisoft,Prince of Persia: Warrior Within,0.54,0.88,0.0,0.22,1.64
875,876,67.0,2010,Simulation,Microsoft Game Studios,Kinectimals,0.94,0.43,0.0,0.135,1.5099999999999998
876,877,90.52,2004,Sports,Sega,ESPN NFL 2K5,1.54,0.02,0.0,0.07,1.63
877,878,85.37,2006,Simulation,Microsoft Game Studios,Viva Pinata,0.44,0.94,0.02,0.195,1.6
878,879,85.0,2001,Strategy,Nintendo,Pikmin,0.78,0.25,0.56,0.04,1.63
879,880,78.09999999999998,,Shooter,Activision,Call of Duty: Black Ops,0.5549999999999999,0.755,0.0,0.22999999999999998,1.535
880,881,79.29,2011,Platform,Sega,Sonic Generations,0.475,0.58,0.02,0.22500000000000003,1.2999999999999998
881,882,90.11,2003,Sports,Electronic Arts,Tiger Woods PGA Tour 2004,1.18,0.34,0.0,0.1,1.63
882,883,90.44,1999,Platform,Sony Computer Entertainment,Ape Escape,0.71,0.48,0.32,0.11,1.63
883,884,89.45,2004,Sports,Electronic Arts,NCAA Football 2005,1.32,0.09,0.0,0.22,1.62
884,885,82.63,2010,Action,Square Enix,Just Cause 2,0.5449999999999999,0.7949999999999999,0.02,0.165,1.5150000000000001
885,886,91.23,,Misc,Electronic Arts,Rock Band,0.975,0.4,0.0,0.215,1.585
886,887,84.0,2005,Sports,Activision,Tony Hawk's American Wasteland (Old all region sales),0.8,0.63,0.01,0.19,1.62
887,888,81.0,2011,Shooter,Bethesda Softworks,Rage,0.7849999999999999,0.575,0.03,0.15,1.545
888,889,80.0,2006,Sports,Nintendo,Mario Hoops 3 on 3,0.98,0.03,0.49,0.095,1.5950000000000002
889,890,65.58,2003,Racing,Nintendo,Kirby Air Ride,1.01,0.11,0.45,0.04,1.62
890,891,81.0,1998,Racing,Electronic Arts,Sled Storm,0.9,0.61,0.0,0.11,1.62
891,892,85.0,2004,Sports,Electronic Arts,NFL Street 2,0.79,0.62,0.0,0.21,1.61
892,893,82.0,1998,Strategy,Konami Digital Entertainment,Yu-Gi-Oh! Duel Monsters,0.0,0.0,1.61,0.01,1.61
893,894,84.0,2005,Sports,Nintendo,Super Mario Strikers,0.98,0.38,0.2,0.04,1.61
894,895,65.0,2005,Misc,Sony Computer Entertainment,Buzz! The Music Quiz,0.0,1.18,0.0,0.43,1.61
895,896,70.0,2007,Action,THQ,SpongeBob's Atlantis SquarePantis,1.46,0.0,0.0,0.11499999999999999,1.5750000000000002
896,897,55.0,2011,Misc,Activision,Moshi Monsters: Moshling Zoo,0.35,0.9099999999999999,0.0,0.19,1.445
897,898,84.42,2008,Action,Ubisoft,Far Cry 2,0.7,0.675,0.02,0.175,1.57
898,899,75.39,1998,Racing,Video System,F-1 World Grand Prix,0.46,0.96,0.09,0.08,1.6
899,900,89.0,1999,Action,Konami Digital Entertainment,Silent Hill,0.71,0.48,0.3,0.1,1.6
900,901,87.0,2008,Role-Playing,Square Enix,Dragon Quest V: Hand of the Heavenly Bride,0.16999999999999998,0.015,1.36,0.015,1.565
901,902,74.68,2003,Platform,Sega,Sonic Heroes,1.05,0.44,0.06,0.04,1.6
902,903,82.19,2004,Sports,Global Star,ESPN NBA 2K5,1.26,0.12,0.0,0.21,1.59
903,904,89.0,1996,Role-Playing,Activision,Diablo,0.855,1.58,0.0,0.085,2.525
904,905,95.0,2006,Action,Nintendo,The Legend of Zelda: Twilight Princess,1.15,0.36,0.04,0.04,1.59
905,906,84.13,2008,Action,Capcom,Devil May Cry 4,0.565,0.42500000000000004,0.34,0.2,1.525
906,907,71.0,2007,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2008,0.04,1.0950000000000002,0.32,0.13,1.585
907,908,85.0,2008,Fighting,Ubisoft,SoulCalibur IV,0.9,0.43,0.07,0.15,1.55
908,909,82.0,2010,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,0.82,0.41500000000000004,0.0,0.125,1.3599999999999999
909,910,72.0,1999,Racing,Electronic Arts,NASCAR 2000,0.88,0.6,0.0,0.1,1.59
910,911,78.0,2008,Misc,Activision,Guitar Hero: On Tour Decades,0.8300000000000001,0.5700000000000001,0.0,0.16,1.5550000000000002
911,912,63.0,2008,Simulation,Electronic Arts,MySims Kingdom,0.79,0.585,0.01,0.165,1.545
912,913,66.0,2000,Misc,Sony Computer Entertainment,Jampack Summer 2K,0.88,0.6,0.0,0.1,1.58
913,914,84.0,2009,Misc,Activision,Guitar Hero 5,0.915,0.46499999999999997,0.0,0.14500000000000002,1.525
914,915,35.0,2008,Misc,Disney Interactive Studios,High School Musical 3: Senior Year,0.62,0.755,0.0,0.17,1.5550000000000002
915,916,84.0,2012,Action,Square Enix,Kingdom Hearts 3D: Dream Drop Distance,0.73,0.21000000000000002,0.34,0.075,1.3599999999999999
916,917,51.0,2007,Action,Disney Interactive Studios,Hannah Montana: Music Jam,1.05,0.365,0.0,0.14500000000000002,1.565
917,918,79.0,2002,Platform,Vivendi Games,Spyro 2: Season of Flame,0.85,0.65,0.0,0.08,1.58
918,919,82.0,2009,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2010,0.1,0.625,0.12,0.72,1.57
919,920,84.0,2001,Sports,Electronic Arts,NCAA Football 2002,0.77,0.6,0.0,0.2,1.57
920,921,69.52,2002,Shooter,Gotham Games,Conflict: Desert Storm,0.98,0.53,0.0,0.06,1.57
921,922,65.39,2005,Misc,Nintendo,Mario Party 7,0.95,0.11,0.46,0.04,1.57
922,923,77.0,2012,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2013,0.145,0.525,0.45999999999999996,0.2,1.33
923,924,76.0,2000,Racing,Take-Two Interactive,Smuggler's Run,0.77,0.6,0.0,0.2,1.56
924,925,83.61,2006,Fighting,Electronic Arts,Fight Night Round 3,1.07,0.4,0.0,0.1,1.56
925,926,81.0,1988,Platform,Nintendo,Donkey Kong Classics,0.59,0.14,0.81,0.02,1.56
926,927,66.88,1995,Action,Sony Computer Entertainment,Twisted Metal,1.32,0.19,0.0,0.05,1.56
927,928,76.0,1990,Action,Capcom,Final Fight,0.67,0.17,0.69,0.03,1.56
928,929,79.0,2003,Misc,Nintendo,Pokemon Pinball: Ruby & Sapphire,0.68,0.38,0.44,0.05,1.56
929,930,84.0,2010,Action,Take-Two Interactive,Mafia II,0.745,0.525,0.0,0.14,1.415
930,931,89.61,2012,Action,Bethesda Softworks,Dishonored,0.58,0.42500000000000004,0.035,0.195,1.235
931,932,77.0,2002,Racing,Atari,Stuntman,0.76,0.59,0.0,0.2,1.55
932,933,87.96,2003,Shooter,Ubisoft,Tom Clancy's Rainbow Six 3,0.91,0.57,0.0,0.07,1.55
933,934,68.67,2008,Sports,Atari,Active Life: Outdoor Challenge,0.78,0.43,0.19,0.14,1.5350000000000001
934,935,87.05,2010,Shooter,Take-Two Interactive,BioShock 2,0.8,0.43999999999999995,0.02,0.20500000000000002,1.46
935,936,67.78,2000,Action,Electronic Arts,007: The World is not Enough,1.13,0.38,0.02,0.03,1.55
936,937,80.0,2001,Action,Activision,Spider-Man 2: Enter: Electro,0.57,0.87,0.02,0.09,1.55
937,938,74.0,2010,Action,LucasArts,Star Wars: The Force Unleashed II,0.75,0.45,0.0,0.2,1.4
938,939,82.0,1999,Strategy,Westwood Studios,Command & Conquer: Tiberian Sun,1.55,0.0,0.0,0.0,1.55
939,940,78.0,2011,Strategy,Warner Bros. Interactive Entertainment,LEGO Battles: Ninjago,0.93,0.265,0.0,0.105,1.3
940,941,81.0,2007,Action,Capcom,Resident Evil: The Umbrella Chronicles,0.665,0.425,0.2899999999999999,0.135,1.5150000000000001
941,942,78.45999999999998,2000,Role-Playing,Sony Computer Entertainment,Dark Cloud,0.83,0.44,0.08,0.19,1.54
942,943,90.98,2003,Strategy,Activision,Warcraft III: The Frozen Throne,0.5799999999999998,0.87,0.0,0.09,1.54
943,944,90.47,2006,Shooter,Ubisoft,Tom Clancy's Ghost Recon Advanced Warfighter,1.38,0.015,0.02,0.095,1.51
944,945,85.0,2008,Adventure,Disney Interactive Studios,Disney Fairies: Tinker Bell,0.8200000000000001,0.505,0.01,0.14500000000000002,1.48
945,946,87.36,2005,Sports,Electronic Arts,MVP Baseball 2005,1.26,0.07,0.0,0.21,1.54
946,947,59.05,1996,Shooter,Fox Interactive,Die Hard Trilogy,0.85,0.5799999999999998,0.0,0.1,1.54
947,948,69.0,2012,Shooter,Activision,Call of Duty: Black Ops II,0.47,0.565,0.0,0.16999999999999998,1.205
948,949,88.0,2009,Fighting,Electronic Arts,Fight Night Round 4,0.905,0.38,0.0,0.2,1.48
949,950,78.0,2008,Simulation,Electronic Arts,MySims Kingdom,0.7,0.635,0.01,0.165,1.505
950,951,69.5,2007,Action,Electronic Arts,The Simpsons Game,0.565,0.77,0.0,0.17,1.5
951,952,83.0,1994,Fighting,Acclaim Entertainment,Mortal Kombat 3,1.19,0.2899999999999999,0.0,0.05,1.53
952,953,79.0,1998,Sports,989 Studios,NFL GameDay 99,1.44,0.05,0.0,0.04,1.53
953,954,78.5,2009,Shooter,Activision,Call of Duty: Modern Warfare: Reflex Edition,0.94,0.41500000000000004,0.0,0.14,1.5
954,955,82.0,2003,Sports,Nintendo,Mario Golf: Toadstool Tour,1.09,0.15,0.25,0.04,1.53
955,956,73.02,1997,Sports,Electronic Arts,Tiger Woods 99 PGA Tour Golf,0.85,0.5799999999999998,0.0,0.1,1.53
956,957,89.1,2011,Shooter,Electronic Arts,Dead Space 2,0.885,0.41500000000000004,0.0,0.13,1.4300000000000002
957,958,71.0,2007,Racing,Sega,Sonic Rivals 2,0.44,0.62,0.0,0.355,1.415
958,959,81.34999999999998,1997,Fighting,Electronic Arts,Knockout Kings,1.07,0.39,0.0,0.06,1.52
959,960,37.58,2002,Sports,Electronic Arts,The Simpsons Skateboarding,0.36,0.9,0.0,0.27,1.52
960,961,74.0,1996,Racing,Electronic Arts,NASCAR 98,1.43,0.05,0.0,0.04,1.52
961,962,74.0,1984,Racing,Nintendo,F1 Race,0.0,0.0,1.52,0.0,1.52
962,963,68.0,1984,Shooter,Namco Bandai Games,Xevious,0.09,0.03,1.27,0.005,1.395
963,964,72.0,1998,Racing,Electronic Arts,NASCAR 99,1.45,0.04,0.0,0.04,1.52
964,965,88.0,1998,Sports,Electronic Arts,NBA Live 2000,1.43,0.05,0.0,0.03,1.52
