,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
1201,1202,75.0,2012,Action,THQ,WWE '13,0.625,0.39,0.0,0.10500000000000001,1.115
1202,1203,68.04,1999,Racing,989 Studios,Twisted Metal 4,1.07,0.16,0.0,0.04,1.28
1203,1204,76.84999999999998,2003,Action,Take-Two Interactive,Manhunt,0.63,0.49,0.0,0.16,1.28
1204,1205,87.0,2012,Action,Nintendo,Kid Icarus: Uprising,0.435,0.295,0.35,0.065,1.155
1205,1206,87.0,2001,Action,Konami Digital Entertainment,Silent Hill 2,0.62,0.49,0.0,0.16,1.28
1206,1207,78.0,2008,Action,Eidos Interactive,Tomb Raider: Underworld,0.435,0.525,0.05,0.21000000000000002,1.2149999999999999
1207,1208,89.58,1997,Platform,Konami Digital Entertainment,Castlevania: Symphony of the Night,0.5799999999999998,0.4,0.21,0.08,1.27
1208,1209,75.9,2005,Simulation,Electronic Arts,The Sims 2: Nightlife,1.22,0.035,0.0,0.0,1.255
1209,1210,83.0,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,0.72,0.22499999999999998,0.0,0.325,1.27
1210,1211,79.0,1995,Racing,Electronic Arts,Road Rash,0.71,0.48,0.0,0.08,1.27
1211,1212,86.0,2008,Sports,Take-Two Interactive,NBA 2K9,1.0,0.16,0.0,0.11,1.2650000000000001
1212,1213,77.0,2011,Fighting,THQ,WWE '12,0.6799999999999999,0.39,0.0,0.11499999999999999,1.195
1213,1214,86.0,2003,Sports,Activision,Tony Hawk's Underground,0.85,0.37,0.0,0.05,1.27
1214,1215,76.0,1984,Shooter,Nintendo,Hogan's Alley,0.68,0.16,0.41,0.02,1.27
1215,1216,31.0,2008,Sports,Deep Silver,Jillian Michaels' Fitness Ultimatum 2009,0.95,0.2,0.0,0.11,1.255
1216,1217,76.33,2002,Role-Playing,Atari,.hack//Infection Part 1,0.49,0.38,0.26,0.13,1.27
1217,1218,65.0,2007,Sports,Take-Two Interactive,Rockstar Games presents Table Tennis,0.39,0.72,0.0,0.15,1.26
1218,1219,78.0,2003,Platform,Sega,Sonic Adventure DX: Director's Cut,0.87,0.3,0.06,0.03,1.27
1219,1220,76.0,2004,Action,Sony Computer Entertainment,Jet Li: Rise to Honor,0.62,0.48,0.0,0.16,1.27
1220,1221,85.0,1994,Fighting,Sony Computer Entertainment,Battle Arena Toshinden,0.39,0.26,0.53,0.08,1.27
1221,1222,64.0,2008,Action,Activision,Kung Fu Panda,0.55,0.56,0.0,0.135,1.245
1222,1223,68.0,2005,Simulation,Atari,Tamagotchi Connection: Corner Shop,0.1,0.01,1.12,0.01,1.25
1223,1224,84.0,2010,Sports,Sega,Football Manager 2011,0.0,0.9650000000000001,0.0,0.24,1.21
1224,1225,78.0,1998,Puzzle,THQ,Devil Dice,0.05,0.03,1.1,0.08,1.26
1225,1226,89.0,2007,Simulation,Square Enix,Final Fantasy IV,0.505,0.035,0.62,0.045,1.205
1226,1227,80.0,2006,Racing,Electronic Arts,Need for Speed Carbon,0.475,0.46,0.03,0.19,1.165
1227,1228,70.0,2007,Action,THQ,Ratatouille,0.49,0.61,0.0,0.14,1.24
1228,1229,74.44,1998,Misc,Hasbro Interactive,Wheel of Fortune,0.99,0.22,0.0,0.04,1.26
1229,1230,53.33,2007,Sports,RTL,Winter Sports: The Ultimate Challenge,0.445,0.67,0.0,0.12,1.24
1230,1231,67.38,2008,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs Confrontation,0.9299999999999999,0.15500000000000003,0.02,0.13,1.225
1231,1232,82.67,2000,Sports,Electronic Arts,NBA Live 2001,0.7,0.47,0.0,0.08,1.25
1232,1233,81.0,2008,Action,LucasArts,Star Wars: The Force Unleashed,0.49,0.3,0.01,0.455,1.25
1233,1234,84.74,2007,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas,0.46499999999999997,0.52,0.03,0.215,1.23
1234,1235,65.0,1987,Role-Playing,Namco Bandai Games,Gegege no Kitarou 2: Youkai Gundan no Chousen,0.0,0.0,1.25,0.0,1.25
1235,1236,55.0,1996,Sports,Natsume,Reel Fishing,0.99,0.13,0.1,0.04,1.25
1236,1237,79.93,2006,Shooter,Electronic Arts,Black,1.01,0.04,0.03,0.16,1.25
1237,1238,82.0,2002,Strategy,Atari,RollerCoaster Tycoon 2,1.19,0.035,0.0,0.0,1.23
1238,1239,66.0,2003,Action,Eidos Interactive,Lara Croft Tomb Raider: The Angel of Darkness,0.61,0.48,0.0,0.16,1.25
1239,1240,86.74,2004,Action,Ubisoft,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.52,0.56,0.0,0.17,1.25
1240,1241,75.0,1998,Racing,Electronic Arts,Road Rash 3D,1.05,0.16,0.0,0.04,1.25
1241,1242,89.0,2005,Shooter,Sony Computer Entertainment,Ratchet: Deadlocked,0.85,0.03,0.22,0.14,1.24
1242,1243,82.83,2001,Role-Playing,Virgin Interactive,Baldur's Gate: Dark Alliance,0.61,0.48,0.0,0.16,1.24
1243,1244,65.29,2007,Action,Activision,Transformers: Autobots / Decepticons,1.11,0.02,0.0,0.09,1.22
1244,1245,66.76,2007,Racing,Nintendo,Diddy Kong Racing DS,1.0950000000000002,0.03,0.0,0.095,1.2149999999999999
1245,1246,79.65,2009,Action,Activision,[Prototype],0.635,0.395,0.0,0.185,1.205
1246,1247,63.63,2009,Action,Ubisoft,Assassin's Creed: Bloodlines,0.405,0.585,0.05,0.335,1.375
1247,1248,87.0,1997,Platform,GT Interactive,Oddworld: Abe's Oddysee,0.75,0.44,0.0,0.06,1.24
1248,1249,76.0,2000,Action,Namco Bandai Games,Ridge Racer V,0.24,0.19,0.75,0.06,1.24
1249,1250,84.0,2008,Fighting,THQ,WWE SmackDown vs. Raw 2009,0.69,0.21,0.0,0.34,1.24
1250,1251,77.0,1992,Puzzle,Nintendo,Tetris 2 (All region sales),0.56,0.22,0.43,0.03,1.24
1251,1252,79.0,2005,Action,Activision,Star Wars Episode III: Revenge of the Sith,0.82,0.38,0.0,0.04,1.24
1252,1253,59.33,2007,Action,D3Publisher,Ben 10: Protector of Earth,0.545,0.545,0.0,0.13,1.22
1253,1254,44.0,2001,Platform,Konami Digital Entertainment,Frogger: The Great Quest,0.6,0.47,0.0,0.16,1.23
1254,1255,69.0,2010,Sports,Electronic Arts,2010 FIFA World Cup South Africa,0.28,0.615,0.07,0.21000000000000002,1.175
1255,1256,93.0,2004,Action,Microsoft Game Studios,Ninja Gaiden,0.92,0.2,0.07,0.04,1.23
1256,1257,70.48,2002,Platform,Universal Interactive,Crash Bandicoot: The Wrath of Cortex,0.59,0.57,0.0,0.07,1.23
1257,1258,58.67,2004,Racing,Atari,Driv3r,0.6,0.47,0.0,0.16,1.23
1258,1259,76.0,2003,Misc,Sony Computer Entertainment,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,0.69,0.47,0.0,0.08,1.23
1259,1260,73.0,2008,Misc,Activision,Guitar Hero: Aerosmith,0.96,0.13,0.0,0.095,1.185
1260,1261,76.0,2007,Shooter,Electronic Arts,Medal of Honor: Airborne,0.235,0.6699999999999999,0.03,0.24,1.17
1261,1262,80.0,2000,Puzzle,Nintendo,Kirby Tilt 'n' Tumble,0.2899999999999999,0.17,0.75,0.02,1.23
1262,1263,69.0,2003,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,0.88,0.33,0.0,0.02,1.23
1263,1264,85.73,1998,Racing,Activision,Vigilante 8,0.68,0.47,0.0,0.08,1.23
1264,1265,87.0,2004,Platform,Nintendo,Donkey Kong Country 2,0.79,0.27,0.12,0.04,1.23
1265,1266,85.62,2009,Action,Sega,Bayonetta,0.41500000000000004,0.365,0.21,0.15500000000000003,1.15
1266,1267,76.64,2003,Puzzle,Nintendo,"WarioWare, Inc.: Mega MicroGame$",0.4,0.11,0.7,0.02,1.23
1267,1268,84.68,2008,Puzzle,Electronic Arts,Boom Blox,0.71,0.37,0.0,0.12,1.2
1268,1269,75.19,2007,Simulation,Electronic Arts,The Sims 2: Castaway,0.44,0.625,0.0,0.135,1.2
1269,1270,77.0,2010,Fighting,Namco Bandai Games,Naruto Shippuden: Ultimate Ninja Storm 2,0.405,0.44499999999999995,0.15,0.175,1.1749999999999998
1270,1271,81.03,2004,Sports,Nintendo,Mario Power Tennis,0.5799999999999998,0.16,0.46,0.03,1.22
1271,1272,83.0,1997,Puzzle,Sony Computer Entertainment,Intelligent Qube,0.13,0.07,1.0,0.02,1.22
1272,1273,83.0,2011,Racing,Codemasters,F1 2011,0.105,0.7050000000000001,0.11,0.24,1.155
1273,1274,81.0,1997,Sports,Electronic Arts,NBA Live 99,1.13,0.05,0.0,0.03,1.22
1274,1275,87.15,2002,Role-Playing,Nintendo,Golden Sun: The Lost Age,0.61,0.27,0.27,0.07,1.22
1275,1276,70.0,1996,Simulation,Maxis,SimCity 2000,0.68,0.46,0.0,0.08,1.22
1276,1277,85.91,2001,Shooter,Take-Two Interactive,Max Payne,0.98,0.19,0.0,0.05,1.22
1277,1278,73.2,1998,Fighting,Electronic Arts,WCW Mayhem,0.68,0.46,0.0,0.08,1.22
1278,1279,83.0,2002,Sports,Sega,NBA 2K2,0.59,0.46,0.01,0.15,1.22
1279,1280,81.0,,Racing,Unknown,NASCAR Thunder 2003,0.6,0.46,0.0,0.16,1.22
1280,1281,85.0,2011,Fighting,Capcom,Super Street Fighter IV: 3D Edition,0.485,0.36,0.14,0.08,1.06
1281,1282,71.0,2006,Racing,THQ,Cars,1.01,0.04,0.0,0.16,1.21
1282,1283,67.8,2001,Misc,Microsoft Game Studios,Fuzion Frenzy,0.93,0.24,0.0,0.04,1.21
1283,1284,73.43,2004,Shooter,Activision,Call of Duty: Finest Hour,0.78,0.4,0.0,0.04,1.21
1284,1285,80.0,2010,Sports,Electronic Arts,FIFA Soccer 11,0.12,0.655,0.01,0.345,1.13
1285,1286,84.0,2002,Platform,Sony Computer Entertainment,Sly Cooper and the Thievius Raccoonus,1.03,0.14,0.0,0.04,1.21
1286,1287,69.0,2009,Action,Activision,LEGO Indiana Jones 2: The Adventure Continues,0.625,0.41000000000000003,0.0,0.11499999999999999,1.155
1287,1288,79.88,2001,Role-Playing,Enix Corporation,Dragon Quest IV: Michibikareshi Monotachi,0.0,0.0,1.2,0.01,1.21
1288,1289,76.0,1999,Action,LucasArts,Star Wars Episode 1: Jedi Power Battles,0.66,0.48,0.01,0.06,1.21
1289,1290,80.7,2000,Action,Virgin Interactive,Dino Crisis 2,0.34,0.49,0.28,0.1,1.21
1290,1291,83.0,2003,Racing,Electronic Arts,Need for Speed Underground,0.69,0.48,0.01,0.03,1.21
1291,1292,63.0,2007,Misc,,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,0.87,0.32,0.0,0.02,1.21
1292,1293,67.0,1997,Racing,Electronic Arts,Test Drive 4,0.67,0.46,0.0,0.08,1.21
1293,1294,88.49,2005,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 9 (JP & Others sales),0.01,0.88,0.31,0.0,1.2
1294,1295,61.57,2002,Action,Black Label Games,The Lord of the Rings: The Fellowship of the Ring,0.59,0.46,0.0,0.15,1.2
1295,1296,76.76,2004,Racing,SouthPeak Games,ATV Offroad Fury 3,1.0,0.04,0.0,0.16,1.2
1296,1297,91.0,2004,Strategy,Nintendo,Pikmin 2,0.48,0.13,0.56,0.03,1.2
1297,1298,47.0,2008,Misc,Disney Interactive Studios,Disney Sing It,0.765,0.29999999999999993,0.0,0.11499999999999999,1.18
1298,1299,91.53,1999,Sports,Sega,NFL 2K,1.12,0.05,0.0,0.02,1.2
1299,1300,76.0,1989,Shooter,Nintendo,SolarStriker,0.4,0.39,0.36,0.04,1.2
1300,1301,70.0,2003,Action,Atari,Enter the Matrix,0.72,0.43,0.01,0.04,1.2
1301,1302,84.0,2001,Sports,Electronic Arts,NHL 2002,0.59,0.46,0.0,0.15,1.2
1302,1303,77.43,2006,Puzzle,Nintendo,Mario vs. Donkey Kong 2: March of the Minis,0.73,0.02,0.36,0.07,1.18
1303,1304,78.0,2009,Adventure,Nintendo,PokéPark Wii: Pikachu's Adventure,0.525,0.18,0.42,0.065,1.19
1304,1305,86.95,2006,Action,Konami Digital Entertainment,Metal Gear Solid: Portable Ops,0.37,0.29,0.38,0.125,1.16
1305,1306,74.0,1997,Simulation,Electronic Arts,Nuclear Strike,0.66,0.45,0.0,0.08,1.19
1306,1307,82.0,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.44,0.46499999999999997,0.0,0.275,1.18
1307,1308,51.82,2003,Racing,THQ,The Simpsons: Road Rage,0.86,0.32,0.0,0.02,1.19
1308,1309,79.0,2008,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2008,0.09,0.84,0.11,0.15,1.19
1309,1310,66.0,2002,Platform,THQ,SpongeBob SquarePants: Revenge of the Flying Dutchman,0.92,0.23,0.0,0.04,1.19
1310,1311,74.0,2012,Sports,Sega,Mario & Sonic at the London 2012 Olympic Games,0.16499999999999998,0.54,0.27,0.08,1.05
1311,1312,76.58,2006,Action,Vivendi Games,Scarface: The World is Yours,0.99,0.04,0.0,0.16,1.19
1312,1313,70.0,1998,Sports,Nintendo,Kobe Bryant in NBA Courtside,1.02,0.13,0.04,0.01,1.19
1313,1314,81.0,1990,Platform,Capcom,Disney's Chip 'n Dale: Rescue Rangers,0.68,0.14,0.35,0.02,1.19
1314,1315,56.0,1999,Racing,Ubisoft,The Dukes of Hazzard: Racing for Home,0.99,0.16,0.0,0.04,1.19
1315,1316,84.63,,Action,Eidos Interactive,Hitman 2: Silent Assassin,0.76,0.38,0.0,0.05,1.19
1316,1317,75.0,2002,Action,Activision,Spider-Man: The Movie,0.86,0.27,0.01,0.04,1.19
1317,1318,85.0,2004,Role-Playing,Nintendo,Final Fantasy I & II: Dawn of Souls,0.64,0.24,0.2899999999999999,0.02,1.19
1318,1319,75.4,2012,Misc,Ubisoft,Just Dance 4,0.785,0.16,0.0,0.07500000000000001,1.025
1319,1320,84.0,1999,Adventure,Konami Digital Entertainment,Metal Gear Solid VR Missions,0.66,0.45,0.0,0.08,1.18
1320,1321,63.0,2012,Action,Capcom,Resident Evil: Operation Raccoon City,0.44,0.21000000000000002,0.36,0.095,1.1
1321,1322,79.0,2008,Action,LucasArts,LEGO Indiana Jones: The Original Adventures,0.385,0.475,0.0,0.28500000000000003,1.145
1322,1323,89.34,1999,Adventure,Sega,Shenmue,0.52,0.24,0.38,0.04,1.18
1323,1324,86.0,2000,Sports,Nintendo,Mario Tennis,0.5,0.18,0.44,0.06,1.18
1324,1325,83.0,2001,Sports,Activision,Tony Hawk's Pro Skater 2,0.85,0.31,0.0,0.02,1.18
1325,1326,78.0,2011,Fighting,THQ,WWE '12,0.49,0.42500000000000004,0.02,0.17,1.105
1326,1327,83.0,2009,Fighting,THQ,WWE SmackDown vs. Raw 2010,0.475,0.47,0.01,0.195,1.15
1327,1328,84.0,2011,Strategy,Mastertronic,Plants vs. Zombies,0.835,0.11,0.0,0.07500000000000001,1.02
1328,1329,57.0,2006,Platform,Sega,Sonic the Hedgehog,0.395,0.28500000000000003,0.04,0.43000000000000005,1.145
1329,1330,81.0,1991,Platform,Capcom,Super Ghouls 'n Ghosts,0.5,0.14,0.52,0.02,1.18
1330,1331,85.13,2008,Strategy,Electronic Arts,Spore,0.015,0.99,0.0,0.075,1.075
1331,1332,72.0,1996,Simulation,Electronic Arts,Soviet Strike,0.65,0.44,0.0,0.08,1.17
1332,1333,80.0,2011,Sports,Ubisoft,Your Shape: Fitness Evolved 2012,0.615,0.325,0.0,0.095,1.035
1333,1334,74.17,2008,Shooter,Electronic Arts,Army of Two,0.725,0.25,0.02,0.14500000000000002,1.145
1334,1335,79.15,2005,Shooter,Activision,Gun,0.98,0.04,0.0,0.16,1.17
1335,1336,69.16,2002,Platform,Electronic Arts,Ty the Tasmanian Tiger,0.57,0.45,0.0,0.15,1.17
1336,1337,77.8,2008,Platform,Nintendo,Wario Land: Shake It!,0.5800000000000001,0.29999999999999993,0.15,0.10500000000000001,1.1400000000000001
1337,1338,84.0,2007,Platform,Sega,Sonic Rush Adventure,0.525,0.48,0.01,0.12,1.1400000000000001
1338,1339,68.0,2012,Action,Electronic Arts,Medal of Honor: Warfighter,0.5,0.395,0.01,0.095,1.0
1339,1340,87.0,1990,Platform,Capcom,Mega Man 3,0.615,0.13,0.39,0.01,1.145
1340,1341,64.0,1997,Action,Ocean,Mission: Impossible,0.74,0.38,0.02,0.03,1.17
1341,1342,82.0,1996,Racing,Sony Computer Entertainment,Rage Racer,0.16,0.11,0.83,0.08,1.17
1342,1343,69.0,2003,Shooter,Electronic Arts,Medal of Honor: Rising Sun,0.76,0.36,0.0,0.05,1.17
1343,1344,76.0,1996,Racing,Psygnosis,Destruction Derby 2,0.65,0.44,0.0,0.08,1.17
1344,1345,79.53,2008,Platform,Electronic Arts,Mirror's Edge,0.495,0.495,0.01,0.125,1.13
1345,1346,79.06999999999998,2004,Puzzle,Nintendo,Mario vs. Donkey Kong,0.68,0.25,0.21,0.02,1.17
1346,1347,67.17,2008,Action,Activision,007: Quantum of Solace,0.42,0.49,0.02,0.19,1.115
1347,1348,68.0,2009,Sports,Electronic Arts,EA Sports Active: More Workouts,0.75,0.265,0.0,0.1,1.115
1348,1349,83.65,2010,Role-Playing,Bethesda Softworks,Fallout: New Vegas,0.5449999999999999,0.385,0.0,0.13,1.055
1349,1350,88.26,2007,Role-Playing,Square Enix,Final Fantasy Tactics: The War of the Lions,0.435,0.235,0.3,0.155,1.13
1350,1351,85.57,2006,Racing,Take-Two Interactive,Midnight Club 3: DUB Edition Remix,0.97,0.04,0.0,0.16,1.16
1351,1352,70.71,2004,Shooter,Ubisoft,Tom Clancy's Ghost Recon: Jungle Storm,0.57,0.44,0.0,0.15,1.16
1352,1353,78.0,2007,Misc,Sony Computer Entertainment,SingStar,0.43,0.5249999999999999,0.0,0.115,1.075
1353,1354,83.0,1997,Fighting,Sony Computer Entertainment,Bushido Blade,0.39,0.27,0.43,0.08,1.16
1354,1355,76.0,2011,Action,LucasArts,LEGO Star Wars III: The Clone Wars,0.5800000000000001,0.355,0.0,0.1,1.035
1355,1356,81.0,2001,Racing,Electronic Arts,NASCAR Thunder 2002,0.57,0.44,0.0,0.15,1.16
1356,1357,87.0,1999,Shooter,Nintendo,Jet Force Gemini,0.78,0.28,0.07,0.02,1.16
1357,1358,90.0,1993,Platform,Capcom,Mega Man X,0.5349999999999999,0.12,0.5,0.015,1.1749999999999998
1358,1359,73.0,2002,Role-Playing,Konami Digital Entertainment,Yu-Gi-Oh! The Sacred Cards (American and Others sales),0.84,0.27,0.0,0.05,1.16
1359,1360,81.77,1995,Racing,Sega,Sega Rally Championship,0.21,0.16,0.77,0.02,1.16
1360,1361,55.0,1997,Racing,Eidos Interactive,Test Drive: Off Road,0.65,0.44,0.0,0.08,1.16
1361,1362,79.0,2007,Shooter,Electronic Arts,Medal of Honor Heroes 2,0.485,0.38,0.02,0.245,1.13
1362,1363,65.0,2010,Shooter,City Interactive,Sniper: Ghost Warrior,0.49,0.49,0.0,0.11499999999999999,1.0899999999999999
1363,1364,84.0,2005,Action,Eidos Interactive,LEGO Star Wars: The Video Game,0.83,0.28,0.0,0.05,1.16
1364,1365,80.0,2009,Sports,Electronic Arts,FIFA Soccer 10,0.15,0.665,0.01,0.31,1.13
1365,1366,81.95,2008,Simulation,Sega,Worldwide Soccer Manager 2009,0.0,1.14,0.0,0.01,1.145
1366,1367,52.65,2001,Action,Midway Games,Gauntlet: Dark Legacy,0.56,0.44,0.0,0.15,1.15
1367,1368,85.0,2007,Action,Eidos Interactive,Ninja Gaiden Sigma,0.56,0.30999999999999994,0.09,0.155,1.12
1368,1369,44.0,2004,Shooter,Empire Interactive,Bad Boys: Miami Takedown,0.56,0.44,0.0,0.15,1.15
1369,1370,88.0,2010,Action,Take-Two Interactive,Red Dead Redemption: Undead Nightmare,0.4,0.42500000000000004,0.06,0.16999999999999998,1.06
1370,1371,71.0,2009,Platform,Sega,Sonic and the Black Knight,0.595,0.32999999999999996,0.01,0.1,1.035
1371,1372,92.29,2007,Shooter,Activision,Call of Duty 4: Modern Warfare,0.0,1.09,0.0,0.025,1.115
1372,1373,45.0,1990,Puzzle,Nintendo,Qix,0.51,0.2,0.41,0.03,1.15
1373,1374,57.0,1986,Action,Hudson Soft,Doraemon,0.0,0.0,1.15,0.0,1.15
1374,1375,33.0,2008,Misc,Disney Interactive Studios,High School Musical 2: Work This Out!,0.495,0.52,0.0,0.13,1.145
1375,1376,76.0,2011,Platform,Sony Computer Entertainment,Ratchet & Clank: All 4 One,0.71,0.19,0.05,0.11499999999999999,1.0699999999999998
1376,1377,81.0,2003,Misc,Nintendo,Donkey Konga,0.5,0.16,0.46,0.03,1.15
1377,1378,83.68,2011,Fighting,Electronic Arts,Fight Night Champion,0.395,0.435,0.0,0.16999999999999998,0.9949999999999999
1378,1379,79.0,1993,Role-Playing,Enix Corporation,Dragon Quest I & II,0.0,0.0,1.15,0.0,1.15
1379,1380,67.0,2003,Platform,THQ,Tak and the Power of Juju,0.56,0.44,0.0,0.15,1.15
1380,1381,65.39,1998,Shooter,Success,Asteroids,0.64,0.43,0.0,0.07,1.15
1381,1382,53.93,2000,Action,Take-Two Interactive,Action Bass,0.64,0.43,0.0,0.07,1.14
1382,1383,79.62,2003,Action,Activision,Tenchu: Wrath of Heaven,0.44,0.34,0.25,0.11,1.14
1383,1384,91.0,2005,Action,Sony Computer Entertainment,Shadow of the Colossus,0.78,0.03,0.2,0.13,1.14
1384,1385,79.67,1998,Role-Playing,SquareSoft,Brave Fencer Musashi,0.25,0.17,0.65,0.07,1.14
1385,1386,85.0,2007,Sports,Sony Computer Entertainment,Hot Shots Golf: Out of Bounds,0.29999999999999993,0.02,0.76,0.035,1.115
1386,1387,79.52,2005,Simulation,Konami Digital Entertainment,Dance Dance Revolution Extreme 2,0.95,0.04,0.0,0.16,1.14
1387,1388,78.67,2008,Platform,Electronic Arts,Mirror's Edge,0.29999999999999993,0.575,0.02,0.215,1.1099999999999999
1388,1389,70.0,2009,Platform,Ubisoft,Rabbids Go Home,0.245,0.73,0.0,0.135,1.1099999999999999
1389,1390,66.0,1998,Shooter,Acclaim Entertainment,South Park,0.9,0.23,0.0,0.02,1.14
1390,1391,74.0,1986,Action,Capcom,Commando,0.71,0.16,0.25,0.03,1.14
1391,1392,82.0,1990,Simulation,Nintendo,Pilotwings,0.46,0.17,0.48,0.02,1.14
1392,1393,93.63,2000,Action,Eidos Interactive,Resident Evil - Code: Veronica,0.41,0.23,0.47,0.03,1.14
1393,1394,74.0,1991,Racing,Nintendo,Super R.C. Pro-Am,0.5799999999999998,0.37,0.15,0.04,1.14
1394,1395,84.34,2003,Action,Electronic Arts,The Lord of the Rings: The Return of the King,0.71,0.38,0.0,0.05,1.14
1395,1396,82.0,2005,Action,Eidos Interactive,LEGO Star Wars: The Video Game,0.82,0.3,0.0,0.02,1.14
1396,1397,85.66,2009,Misc,Activision,Guitar Hero 5,0.63,0.355,0.0,0.11,1.1
1397,1398,50.0,2001,Simulation,Atari,Mobile Suit Gundam: Federation vs. Zeon,0.12,0.1,0.88,0.03,1.14
1398,1399,85.0,2004,Racing,Electronic Arts,Need for Speed Underground 2,0.7,0.39,0.01,0.03,1.14
1399,1400,86.82,2002,Simulation,Microsoft Game Studios,MechAssault,1.01,0.1,0.0,0.03,1.13
1400,1401,83.13,2010,Racing,Sony Computer Entertainment,ModNation Racers,0.475,0.38,0.06,0.15000000000000002,1.065
1401,1402,84.66,2004,Shooter,Ubisoft,Tom Clancy's Rainbow Six 3: Black Arrow,0.99,0.12,0.0,0.02,1.13
1402,1403,77.0,1983,Platform,Nintendo,Donkey Kong,0.23,0.05,0.84,0.01,1.13
1403,1404,55.0,1998,Misc,Sony Computer Entertainment,Jampack Winter '98,0.63,0.43,0.0,0.07,1.13
1404,1405,79.65,2009,Action,Sega,Yakuza 3,0.195,0.195,0.62,0.07500000000000001,1.0899999999999999
1405,1406,80.0,2005,Role-Playing,Nintendo,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),0.81,0.3,0.0,0.02,1.13
1406,1407,85.0,2009,Misc,MTV Games,The Beatles: Rock Band,0.65,0.28,0.0,0.14500000000000002,1.08
1407,1408,77.86,2011,Action,Electronic Arts,Dragon Age II,0.675,0.275,0.01,0.09,1.05
1408,1409,58.0,2001,Racing,Activision,Supercar Street Challenge,0.55,0.43,0.0,0.14,1.12
1409,1410,83.0,1996,Simulation,Nintendo,Pilotwings 64,0.56,0.24,0.3,0.02,1.12
1410,1411,70.68,2010,Shooter,Microsoft Game Studios,Crackdown 2,0.61,0.355,0.02,0.1,1.09
1411,1412,86.0,2011,Misc,Ubisoft,Rocksmith,0.755,0.16,0.01,0.07500000000000001,0.9950000000000001
1412,1413,81.54,2005,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs Fireteam Bravo,1.02,0.0,0.01,0.07500000000000001,1.105
1413,1414,79.31,2005,Shooter,Activision,Call Of Duty 2: Big Red One,0.66,0.4,0.0,0.05,1.12
1414,1415,72.0,1992,Puzzle,Nintendo,Yoshi's Cookie,0.47,0.09,0.63,0.02,1.21
1415,1416,81.0,2009,Misc,Activision,Guitar Hero 5,0.28,0.49,0.0,0.35000000000000003,1.12
1416,1417,82.2,2007,Sports,Russel,Worldwide Soccer Manager 2008,0.0,1.1150000000000002,0.0,0.0,1.1150000000000002
1417,1418,83.54,2004,Action,Activision,Spider-Man 2,0.82,0.26,0.0,0.04,1.12
1418,1419,73.16,2003,Shooter,Microsoft Game Studios,Counter-Strike,0.85,0.23,0.0,0.04,1.11
1419,1420,86.74,2008,Racing,Codemasters,GRID,0.305,0.54,0.03,0.19,1.065
1420,1421,75.0,2007,Misc,RedOctane,Guitar Hero Encore: Rocks The 80s,0.92,0.04,0.0,0.15,1.11
1421,1422,82.0,,Misc,Electronic Arts,Rock Band,0.71,0.18,0.0,0.22999999999999998,1.11
1422,1423,93.92,2005,Action,Ubisoft,Tom Clancy's Splinter Cell: Chaos Theory,0.68,0.38,0.0,0.05,1.11
1423,1424,75.0,1983,Platform,Nintendo,Donkey Kong Jr.,0.33,0.07,0.7,0.01,1.11
1424,1425,75.0,1995,Role-Playing,Sony Computer Entertainment,Arc the Lad,0.0,0.0,1.1,0.01,1.11
1425,1426,85.0,1994,Sports,Acclaim Entertainment,NBA Jam Tournament Edition,0.95,0.14,0.0,0.03,1.11
1426,1427,71.0,2007,Racing,Electronic Arts,Need for Speed: ProStreet,0.515,0.445,0.0,0.11499999999999999,1.07
1427,1428,72.45999999999998,1999,Role-Playing,SquareSoft,Legend of Mana,0.18,0.13,0.73,0.07,1.11
1428,1429,87.0,2004,Puzzle,Ubisoft,Lumines: Puzzle Fusion,0.52,0.35,0.0,0.23,1.105
1429,1430,78.0,2010,Action,Disney Interactive Studios,Toy Story 3: The Video Game,0.475,0.38,0.0,0.15500000000000003,1.0150000000000001
1430,1431,86.58,2009,Misc,Activision,Guitar Hero 5,0.51,0.38,0.0,0.165,1.0550000000000002
1431,1432,77.0,2007,Shooter,Electronic Arts,Medal of Honor: Airborne,0.435,0.515,0.01,0.12,1.07
1432,1433,83.0,1997,Sports,Electronic Arts,Triple Play 98,0.61,0.42,0.0,0.07,1.1
1433,1434,44.0,2007,Simulation,Ubisoft,Petz Dogz 2,0.46499999999999997,0.515,0.0,0.12,1.0950000000000002
1434,1435,84.0,2010,Fighting,THQ,WWE SmackDown vs. Raw 2011,0.425,0.435,0.01,0.175,1.0550000000000002
